Unnamed: 0,title,year,synopsis,critic_score,people_score,consensus,total_reviews,total_ratings,type,rating,genre,original_language,director,producer,writer,release_date_(theaters),release_date_(streaming),box_office_(gross_usa),runtime,production_co,sound_mix,aspect_ratio,view_the_collection,crew,link,director_count,producer_count,writer_count,production_co_count,runtime_minutes,box_office_(gross_usa) in millions
73,Casino Royale,2006,"After receiving a license to kill, British Secret Service agent James Bond (Daniel Craig) heads to Madagascar, where he uncovers a link to Le Chiffre (Mads Mikkelsen), a man who finances terrorist organizations. Learning that Le Chiffre plans to raise money in a high-stakes poker game, MI6 sends Bond to play against him, gambling that their newest ""00"" operative will topple the man's organization.",94,89.0,"Casino Royale disposes of the silliness and gadgetry that plagued recent James Bond outings, and Daniel Craig delivers what fans and critics have been waiting for: a caustic, haunted, intense reinvention of 007.",259,"250,000+",Action & Adventure,PG-13,"mystery and thriller, adventure, action",English,Martin Campbell,"Barbara Broccoli, Michael G. Wilson","Neal Purvis, Robert Wade, Anthony Waye","Nov 17, 2006 wide",42704.0,$167.0M,2h 24m,"Eon Productions Ltd., Sony Pictures Entertainment, Metro-Goldwyn-Mayer","Dolby SRD, DTS, SDDS",Scope (2.35:1),James Bond 007,"Daniel Craig, Eva Green, Mads Mikkelsen, Judi Dench, Caterina Murino, Simon Abkarian, Jeffrey Wright, Giancarlo Giannini, Ivana Milicevic, Isaach De BankolÃ©, Martin Campbell, Neal Purvis, Robert Wade, Anthony Waye, Ian Fleming, Barbara Broccoli, Michael G. Wilson, Christian Wagner, Debbie McWilliams",http://www.rottentomatoes.com/m/casino_royale,1,2,3,3,144,167.0
77,Dawn of the Planet of the Apes,2014,"Ten years after simian flu wiped out much of the world's homosapiens, genetically enhanced chimpanzee Caesar (Andy Serkis) and his ever-growing band of followers have established a thriving colony just outside San Francisco in Muir Woods. Meanwhile, a small band of human survivors emerges, which forces Caesar -- as leader -- to grapple with the dual challenge of protecting his people and re-establishing a relationship with the remaining human population -- the latter being Caesar's secret wish.",90,88.0,"With intelligence and emotional resonance to match its stunning special effects, Dawn of the Planet of the Apes expands on its predecessor with an exciting and ambitious burst of sci-fi achievement.",315,"100,000+",Action & Adventure,PG-13,"action, adventure, sci fi",English,Matt Reeves,"Peter Chernin, Dylan Clark, Rick Jaffa, Amanda Silver","Rick Jaffa, Amanda Silver, Mark Bomback","Jul 11, 2014 wide",42339.0,$208.5M,2h 10m,Chernin Entertainment,Dolby Atmos,,Planet of the Apes,"Andy Serkis, Jason Clarke, Gary Oldman, Keri Russell, Toby Kebbell, Kodi Smit-McPhee, Kirk Acevedo, Jon Eyez, Enrique Murciano, Terry Notary, Matt Reeves, Rick Jaffa, Amanda Silver, Mark Bomback, Peter Chernin, Dylan Clark, Rick Jaffa, Amanda Silver, Thomas M. Hammel, Mark Bomback",http://www.rottentomatoes.com/m/dawn_of_the_planet_of_the_apes,1,4,3,1,130,208.5
80,Sicario,2015,"After rising through the ranks of her male-dominated profession, idealistic FBI agent Kate Macer (Emily Blunt) receives a top assignment. Recruited by mysterious government official Matt Graver (Josh Brolin), Kate joins a task force for the escalating war against drugs. Led by the intense and shadowy Alejandro (Benicio Del Toro), the team travels back-and-forth across the U.S.-Mexican border, using one cartel boss (Bernardo Saracino) to flush out a bigger one (Julio Cesar Cedillo).",92,85.0,"Led by outstanding work from Emily Blunt and Benicio del Toro, Sicario is a taut, tightly wound thriller with much more on its mind than attention-getting set pieces.",278,"50,000+",Action & Adventure,R,"drama, mystery and thriller, crime",English,Denis Villeneuve,"Basil Iwanyk, Edward L. McDonnell, Molly Smith, Thad Luckinbill, Trent Luckinbill",Taylor Sheridan,"Oct 2, 2015 wide",42360.0,$46.9M,2h 1m,"Black Label Media, Thunder Road Pictures",Dolby Digital,,,"Emily Blunt, Benicio Del Toro, Josh Brolin, Victor Garber, Jon Bernthal, Daniel Kaluuya, Jeffrey Donovan, Raoul Trujillo, Julio Cesar Cedillo, Denis Villeneuve, Taylor Sheridan, Basil Iwanyk, Edward L. McDonnell, Molly Smith, Thad Luckinbill, Trent Luckinbill, Roger Deakins, JÃ³hann JÃ³hannsson",http://www.rottentomatoes.com/m/sicario_2015,1,5,1,2,121,46.9
82,Ran,1985,"At the age of seventy, after years of consolidating his empire, the Great Lord Hidetora Ichimonji (Tatsuya Nakadai) decides to abdicate and divide his domain amongst his three sons. Taro (Akira Terao), the eldest, will rule. Jiro (Jinpachi Nezu), his second son, and Saburo (Daisuke Ryu) will take command of the Second and Third Castles but are expected to obey and support their elder brother. Saburo defies the pledge of obedience and is banished.",96,95.0,"Akira Kurosawa's sprawling, epic take on King Lear should be required viewing for fans of westerns, war movies, or period films in general.",89,"25,000+",Action & Adventure,R,"drama, history",Japanese,Akira Kurosawa,"Masato Hara, Serge Silberman","Masato Ide, Akira Kurosawa, Hideo Oguni",,42651.0,$454.0K,2h 40m,"Nippon Herald Films, Greenwich Film Productions, Herald Ace","Magnetic Stereo 4 Track, Dolby Stereo, Surround",Scope (2.35:1),,"Tatsuya Nakadai, Mieko Harada, Akira Terao, Jinpachi Nezu, Daisuke Ryu, Yoshiko Miyazaki, Kazuo Kato, Masayuki Yui, Hitoshi Ueki, Hisashi Igawa, Akira Kurosawa, Masato Ide, Akira Kurosawa, Hideo Oguni, William Shakespeare, Katsumi Furukawa, Masato Hara, Hisao Kurosawa, Serge Silberman, Toru Takemitsu",http://www.rottentomatoes.com/m/ran,1,2,3,3,160,0.454
84,Henry V,1989,"In this gritty screen adaptation of Shakespeare's play about the heroic and ruthless king, Henry V of England (Kenneth Branagh) determines to lay claim to the kingdom of France. Henry's self-doubt and the diminished morale of his army stand in the way of a victory that would unite the two countries and provide Henry with a queen (Emma Thompson). However, his sheer determination and his impassioned speeches ready his men for the bloodiest of battles -- Agincourt.",100,89.0,"Pehaps Kenneth Branagh's most fully realized Shakespeare adaptation, Henry V is an energetic, passionate, and wonderfully acted film.",40,"10,000+",Action & Adventure,PG-13,"drama, history",English,Kenneth Branagh,Bruce Sharman,,,42856.0,$10.2M,2h 17m,Renaissance Films,Surround,,,"Kenneth Branagh, Derek Jacobi, Brian Blessed, Ian Holm, Paul Scofield, Michael Maloney, Alec McCowen, Emma Thompson, Geraldine McEwan, Simon Shepherd, Kenneth Branagh, Kenneth Branagh, Bruce Sharman, Michael Bradsell, Patrick Doyle, Debbie McWilliams, Tim Harvey, Martin Childs",http://www.rottentomatoes.com/m/1029042-henry_v,1,1,1,1,137,10.2
87,Back to the Future,1985,"In this 1980s sci-fi classic, small-town California teen Marty McFly (Michael J. Fox) is thrown back into the '50s when an experiment by his eccentric scientist friend Doc Brown (Christopher Lloyd) goes awry. Traveling through time in a modified DeLorean car, Marty encounters young versions of his parents (Crispin Glover, Lea Thompson), and must make sure that they fall in love or he'll cease to exist. Even more dauntingly, Marty has to return to his own time and save the life of Doc Brown.",96,94.0,"Inventive, funny, and breathlessly constructed, Back to the Future is a rousing time-travel adventure with an unforgettable spirit.",84,"250,000+",Action & Adventure,PG,"sci fi, comedy, adventure, fantasy",English,Robert Zemeckis,"Bob Gale, Neil Canton",,,41494.0,$247.0K,1h 56m,"Universal Pictures, Amblin Entertainment",Surround,,,"Michael J. Fox, Christopher Lloyd, Crispin Glover, Lea Thompson, Wendie Jo Sperber, Marc McClure, Claudia Wells, Thomas F. Wilson, James Tolkan, Casey Siemaszko, Robert Zemeckis, Kathleen Kennedy, Frank Marshall, Steven Spielberg, Bob Gale, Neil Canton, Alan Silvestri, Johnny Colla, Dean Cundey",http://www.rottentomatoes.com/m/back_to_the_future,1,2,1,2,116,0.247
93,The Fugitive,1993,"Wrongfully accused of murdering his wife, Richard Kimble (Harrison Ford) escapes from the law in an attempt to find her killer and clear his name. Pursuing him is a team of U.S. marshals led by Deputy Samuel Gerard (Tommy Lee Jones), a determined detective who will not rest until Richard is captured. As Richard leads the team through a series of intricate chases, he discovers the secrets behind his wife's death and struggles to expose the killer before it is too late.",96,89.0,"Exhilarating and intense, this high-impact chase thriller is a model of taut and efficient formula filmmaking, and it features Harrison Ford at his frantic best.",78,"250,000+",Action & Adventure,PG-13,"mystery and thriller, drama, crime, action",English,Andrew Davis,Arnold Kopelson,,"Aug 6, 1993 wide",42132.0,$183.8M,2h 7m,Warner Brothers,Surround,,,"Harrison Ford, Tommy Lee Jones, Sela Ward, Julianne Moore, Joe Pantoliano, Jeroen KrabbÃ©, Andreas Katsulas, Daniel Roebuck, L. Scott Caldwell, Andrew Davis, Jeb Stuart, David Twohy, Arnold Kopelson, Keith Barish, Roy Huggins, James Newton Howard, Michael Chapman, Don Brochu, David Finfer",http://www.rottentomatoes.com/m/1046129-fugitive,1,1,1,1,127,183.8
97,Catch Me if You Can,2002,"Frank Abagnale, Jr. (Leonardo DiCaprio) worked as a doctor, a lawyer, and as a co-pilot for a major airline -- all before his 18th birthday. A master of deception, he was also a brilliant forger, whose skill gave him his first real claim to fame: At the age of 17, Frank Abagnale, Jr. became the most successful bank robber in the history of the U.S. FBI Agent Carl Hanratty (Tom Hanks) makes it his prime mission to capture Frank and bring him to justice, but Frank is always one step ahead of him.",96,89.0,"With help from a strong performance by Leonardo DiCaprio as real-life wunderkind con artist Frank Abagnale, Steven Spielberg crafts a film that's stylish, breezily entertaining, and surprisingly sweet.",202,"250,000+",Action & Adventure,PG-13,"crime, drama, comedy",English,Steven Spielberg,"Walter F. Parkes, Steven Spielberg",Jeff Nathanson,"Dec 25, 2002 wide",41487.0,$164.4M,2h 20m,"Parkes/MacDonald, DreamWorks SKG, Amblin Entertainment, Splendid Pictures",Surround,,,"Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen, Nathalie Baye, Amy Adams, James Brolin, Brian Howe, Frank John Hughes, Steve Eastin, Steven Spielberg, Jeff Nathanson, Frank W. Abagnale, Stan Redding, Walter F. Parkes, Steven Spielberg, Barry Kemp, Laurie MacDonald, Michel Shane, Anthony Romano",http://www.rottentomatoes.com/m/catch_me_if_you_can,1,2,1,4,140,164.4
98,Annihilation,2018,"Lena, a biologist and former soldier, joins a mission to uncover what happened to her husband inside Area X -- a sinister and mysterious phenomenon that is expanding across the American coastline. Once inside, the expedition discovers a world of mutated landscapes and creatures, as dangerous as it is beautiful, that threatens both their lives and their sanity.",88,66.0,Annihilation backs up its sci-fi visual wonders and visceral genre thrills with an impressively ambitious -- and surprisingly strange -- exploration of challenging themes that should leave audiences pondering long after the end credits roll.,319,"10,000+",Action & Adventure,R,"mystery and thriller, sci fi, adventure",English,Alex Garland,"Scott Rudin, Andrew Macdonald, Allon Reich, Eli Bush",Alex Garland,"Feb 23, 2018 wide",43212.0,$32.7M,1h 55m,"Scott Rudin Productions, DNA Films",Dolby Digital,Scope (2.35:1),,"Natalie Portman, Jennifer Jason Leigh, Gina Rodriguez, Tessa Thompson, Tuva Novotny, Oscar Isaac, Benedict Wong, David Gyasi, Sonoya Mizuno, Alex Garland, Alex Garland, Scott Rudin, Andrew Macdonald, Allon Reich, Eli Bush, David Ellison, Dana Goldberg, Don Granger, Jo Burn",http://www.rottentomatoes.com/m/annihilation,1,4,1,2,115,32.7
99,Who Framed Roger Rabbit,1988,"Down-on-his-luck private eye Eddie Valiant (Bob Hoskins) gets hired by cartoon producer R.K. Maroon (Alan Tilvern) to investigate an adultery scandal involving Jessica Rabbit (Kathleen Turner), the sultry wife of Maroon's biggest star, Roger Rabbit (Charles Fleischer). But when Marvin Acme (Stubby Kaye), Jessica's alleged paramour and the owner of Toontown, is found murdered, the villainous Judge Doom (Christopher Lloyd) vows to catch and destroy Roger.",97,84.0,"Who Framed Roger Rabbit is an innovative and entertaining film that features a groundbreaking mix of live action and animation, with a touching and original story to boot.",65,"250,000+",Action & Adventure,PG,comedy,English,Robert Zemeckis,"Robert Watts, Frank Marshall","Jeffrey Price, Peter S. Seaman","Jun 21, 1988 wide",42351.0,$152.8M,1h 44m,Touchstone Pictures,Surround,,,"Bob Hoskins, Christopher Lloyd, Joanna Cassidy, Stubby Kaye, Alan Tilvern, Richard LeParmentier, Joel Silver, Betsy Brantley, Charles Fleischer, Lou Hirsch, Robert Zemeckis, Jeffrey Price, Peter S. Seaman, Kathleen Kennedy, Steven Spielberg, Robert Watts, Frank Marshall, Alan Silvestri, Dean Cundey, Arthur Schmidt",http://www.rottentomatoes.com/m/who_framed_roger_rabbit,1,2,2,1,104,152.8
102,Inside Out,2015,"Riley (Kaitlyn Dias) is a happy, hockey-loving 11-year-old Midwestern girl, but her world turns upside-down when she and her parents move to San Francisco. Riley's emotions -- led by Joy (Amy Poehler) -- try to guide her through this difficult, life-changing event. However, the stress of the move brings Sadness (Phyllis Smith) to the forefront. When Joy and Sadness are inadvertently swept into the far reaches of Riley's mind, the only emotions left in Headquarters are Anger, Fear and Disgust.",98,89.0,"Inventive, gorgeously animated, and powerfully moving, Inside Out is another outstanding addition to the Pixar library of modern animated classics.",375,"100,000+",Animation,PG,"kids and family, comedy, fantasy, animation",English,Pete Docter,Jonas Rivera,"Pete Docter, Meg LeFauve, Josh Cooley","Jun 19, 2015 wide",42311.0,$2.0M,1h 35m,"Pixar Animation Studios, Walt Disney Pictures","Dolby Atmos, Datasat",,Pixar,"Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader, Lewis Black, Mindy Kaling, Kaitlyn Dias, Diane Lane, Kyle MacLachlan, Pete Docter, Ronaldo Del Carmen, Pete Docter, Meg LeFauve, Josh Cooley, Jonas Rivera, Patrick Lin, Michael Giacchino, Ralph Eggleston",http://www.rottentomatoes.com/m/inside_out_2015,1,1,3,2,95,2.0
103,Coco,2017,"Despite his family's generations-old ban on music, young Miguel dreams of becoming an accomplished musician like his idol Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead. After meeting a charming trickster named HÃ©ctor, the two new friends embark on an extraordinary journey to unlock the real story behind Miguel's family history.",97,94.0,"Coco's rich visual pleasures are matched by a thoughtful narrative that takes a family-friendly -- and deeply affecting -- approach to questions of culture, family, life, and death.",347,"25,000+",Animation,PG,"comedy, music, animation, kids and family, adventure",English,Lee Unkrich,Darla K. Anderson,"Adrian Molina, Matthew Aldrich","Nov 22, 2017 wide",43144.0,$210.5M,1h 49m,Pixar Animation Studios,Dolby Atmos,Scope (2.35:1),Pixar,"Anthony Gonzalez, Benjamin Bratt, Alanna Ubach, Jaime Camil, Alfonso Arau, Selene Luna, Ana Ofelia MurguÃ­a, Lee Unkrich, Adrian Molina, Adrian Molina, Matthew Aldrich, Darla K. Anderson, John Lasseter, Lee Unkrich, Michael Giacchino",http://www.rottentomatoes.com/m/coco_2017,1,1,2,1,109,210.5
105,Paddington 2,2017,"Settled in with the Brown family, Paddington the bear is a popular member of the community who spreads joy and marmalade wherever he goes. One fine day, he spots a pop-up book in an antique shop -- the perfect present for his beloved aunt's 100th birthday. When a thief steals the prized book, Paddington embarks on an epic quest to unmask the culprit before Aunt Lucy's big celebration.",100,88.0,Paddington 2 honors its star's rich legacy with a sweet-natured sequel whose adorable visuals are matched by a story perfectly balanced between heartwarming family fare and purely enjoyable all-ages adventure.,245,"5,000+",Animation,PG,"kids and family, comedy, adventure",English (United Kingdom),Paul King,David Heyman,"Paul King, Simon Farnaby","Jan 12, 2018 wide",43165.0,$38.4M,1h 43m,"Heyday Films, Anton Capital Entertainment",Dolby Atmos,Scope (2.35:1),,"Ben Whishaw, Hugh Grant, Sally Hawkins, Hugh Bonneville, Brendan Gleeson, Julie Walters, Jim Broadbent, Samuel Joslin, Madeleine Harris, Peter Capaldi, Simon Farnaby, David Heyman, Bob Weinstein, David C. Glasser, Ron Halpern, Didier Lupfer, Rosie Alison",http://www.rottentomatoes.com/m/paddington_2,1,1,2,2,103,38.4
